,SPY,JPM
2010-01-04,,
2010-01-05,,
2010-01-06,,
2010-01-07,,
2010-01-08,,
2010-01-11,,
2010-01-12,,
2010-01-13,,
2010-01-14,,
2010-01-15,-0.265938100587,-0.187389408323
2010-01-19,0.284160538974,-0.496569018318
2010-01-20,-0.243025010062,-0.391327586416
2010-01-21,-1.11863508817,-2.13810243738
2010-01-22,-2.00517686614,-2.74109201221
2010-01-25,-1.55338865295,-2.35226841008
2010-01-26,-1.52411168214,-2.49962227264
2010-01-27,-1.12295552253,-1.57692970789
2010-01-28,-1.42199856899,-1.13790279481
2010-01-29,-1.62588523926,-1.13236197865
2010-02-01,-0.665606559818,-0.318683633653
2010-02-02,0.15382507649,0.583979551053
2010-02-03,0.0863942249741,0.62566637274
2010-02-04,-1.23441410015,-0.691950736206
2010-02-05,-1.01744336005,-0.667801916224
2010-02-08,-1.19570970443,-1.01557477369
2010-02-09,-0.483021234678,-0.477191547508
2010-02-10,-0.450453253733,-0.0692044373415
2010-02-11,0.0921641298755,0.079993269088
2010-02-12,0.0179233337136,0.0223614547421
2010-02-16,0.775945017689,0.855909556479
2010-02-17,1.02567492145,0.872374167132
2010-02-18,1.27640748159,1.15455183456
2010-02-19,1.15955036501,0.721588277036
2010-02-22,0.956486768997,1.15571699892
2010-02-23,0.152064534809,0.241071818307
2010-02-24,0.451623966199,0.79150631351
2010-02-25,0.211364073689,0.496782048673
2010-02-26,0.125345864855,1.26144142543
2010-03-01,0.472592843783,0.93759664778
2010-03-02,0.497488643769,0.664328142479
2010-03-03,0.451492088686,0.482838838267
2010-03-04,0.52819809829,0.663052248351
2010-03-05,1.10766032302,1.10573691706
2010-03-08,0.974224714677,0.814990437485
2010-03-09,0.846375274114,0.498537979717
2010-03-10,0.886870943156,0.716380447152
2010-03-11,0.884256172476,0.710986246192
2010-03-12,0.676396710208,0.602405605575
2010-03-15,0.529320862013,0.453427086572
2010-03-16,0.746215319083,0.463081771562
2010-03-17,0.834766535539,0.68528337876
2010-03-18,0.612655609274,0.45941939651
2010-03-19,0.0725496752018,0.281999642251
2010-03-22,0.239359107535,0.399256397554
2010-03-23,0.464120993808,0.830153818277
2010-03-24,0.138184284952,0.941161596075
2010-03-25,0.00473332472736,0.81636699545
2010-03-26,-0.0752006517439,0.735554001293
2010-03-29,0.165853523058,0.503022166405
2010-03-30,0.154857604313,0.218332395794
2010-03-31,-0.0116941893657,0.273560096066
2010-04-01,0.301851826718,0.485036216859
2010-04-05,0.590032928477,0.465560174143
2010-04-06,0.604796573718,0.650027621827
2010-04-07,0.272635118657,0.251642341617
2010-04-08,0.364127670817,0.487418997767
2010-04-09,0.57389698068,0.56050123897
2010-04-12,0.517966922004,0.585718642789
2010-04-13,0.446214290863,0.333410064473
2010-04-14,0.859342718265,1.34964493609
2010-04-15,0.719452297434,1.19211929566
2010-04-16,-0.156725762444,-0.314123763465
2010-04-19,-0.0120107473429,-0.426498393559
2010-04-20,0.358372655002,-0.107075872087
2010-04-21,0.169185464116,-0.451776591625
2010-04-22,0.223411328008,-0.790858508594
2010-04-23,0.460306074947,-0.586965606586
2010-04-26,0.200700340254,-1.14015229554
2010-04-27,-0.942702870504,-1.90216124086
2010-04-28,-0.49258934924,-0.930104553385
2010-04-29,0.145964832878,-0.311262490835
2010-04-30,-0.688009408151,-1.08256781608
2010-05-03,-0.0673749236023,-0.307513200498
2010-05-04,-1.11034882741,-0.805717829884
2010-05-05,-1.24697558806,-0.512876412296
2010-05-06,-2.55597925058,-1.52036560714
2010-05-07,-2.84280222909,-1.27645550291
2010-05-10,-0.532402919096,-0.295715582498
2010-05-11,-0.563600423201,-0.518852950244
2010-05-12,0.216746061757,-0.297225491773
2010-05-13,-0.200544407207,-0.704015262056
2010-05-14,-0.90076764937,-1.18251138983
2010-05-17,-0.598887118513,-0.961353230523
2010-05-18,-1.05602256568,-1.31804635426
2010-05-19,-1.12311444582,-0.814640773989
2010-05-20,-2.75548373767,-1.76035230027
2010-05-21,-1.96905555544,-0.0431262037143
2010-05-24,-2.22784388121,-0.878519820508
2010-05-25,-1.83610646239,-0.438412049894
2010-05-26,-1.6805535219,-0.347239897816
2010-05-27,0.18808811645,0.946233228629
2010-05-28,-0.241383347577,0.325659821725
2010-06-01,-0.795068406436,-0.381684941717
2010-06-02,0.594027283358,0.360880610926
2010-06-03,0.81711914303,0.0354961898678
2010-06-04,-0.9491264462,-1.08814771126
2010-06-07,-1.40073517865,-1.53995991582
2010-06-08,-0.826135622368,-0.652832532208
2010-06-09,-1.00800144244,-1.03058322678
2010-06-10,0.340283745997,-0.080951608447
2010-06-11,0.638867363882,-0.0545640180657
2010-06-14,0.549773488941,-0.475394432582
2010-06-15,1.49322628417,0.279298404182
2010-06-16,1.40093397353,0.571224325258
2010-06-17,1.41494676373,0.566250157686
2010-06-18,1.21055401123,1.02394150447
2010-06-21,0.764958911462,0.608622491491
2010-06-22,-0.238790618796,0.134818006052
2010-06-23,-0.562420119002,0.439902319616
2010-06-24,-1.32996659208,-0.215527167476
2010-06-25,-1.06787540847,0.779479432424
2010-06-28,-1.15972607897,-0.0205487875977
2010-06-29,-2.36259524754,-1.0845770472
2010-06-30,-2.45783501816,-1.29487213638
2010-07-01,-2.277818146,-1.50148667748
2010-07-02,-2.10886274149,-1.45239721352
2010-07-06,-1.4019476478,-0.857432054914
2010-07-07,0.30482316511,0.619156368967
2010-07-08,0.907271622345,0.683498294762
2010-07-09,1.25976972733,1.16822495597
2010-07-12,1.28695195652,1.46213472228
